Year,S&P Composite,Dividend,Earnings,CPI,Long Interest Rate,Real Price,Real Dividend,Real Earnings,Cyclically Adjusted PE Ratio
1960-05-31,55.22,1.94667,3.30333,29.5,4.35,461.32379084746,16.263042084915,27.596970626949,17.256170578728
1960-04-30,55.73,1.94333,3.34667,29.5,4.28,465.58447779661,16.235138762542,27.959045474746,17.429766947597
1960-03-31,55.02,1.94,3.39,29.4,4.25,461.21637857143,16.262445918367,28.417366836735,17.286020720522
1960-02-29,55.78,1.90333,3.39,29.4,4.49,467.58723367347,15.955052159694,28.417366836735,17.545275108946
1960-01-31,58.03,1.86667,3.39,29.3,4.72,488.10855102389,15.701147491638,28.51435443686,18.338284994376
1959-12-31,59.06,1.83,3.39,29.4,4.69,495.08250306122,15.340348469388,28.417366836735,18.6247289779
1959-11-30,57.23,1.82333,3.40333,29.4,4.53,479.74215459184,15.284435833163,28.529108282143,18.07178913057
1959-10-31,57.0,1.81667,3.41667,29.4,4.53,477.81413265306,15.22860702398,28.640933554592,18.021962441515
1959-09-30,57.05,1.81,3.43,29.3,4.68,479.86546331058,15.224478327645,28.850806996587,18.123290556759
1959-08-31,59.4,1.80333,3.42,29.2,4.43,501.34311986301,15.220321352568,28.865209931507,18.95880364075
